file_id,valence,arousal,quadrant
482,-0.421837702807081,0.7899435197472574,low_valence_high_arousal
1853,-0.5641426999393012,0.4850611266866182,low_valence_high_arousal
503,-0.4765721830317089,0.8552272524550832,low_valence_high_arousal
1736,-0.6935944353228289,0.9251953235905104,low_valence_high_arousal
1658,-0.3010226873252684,0.3598565250885835,low_valence_high_arousal
2962,-0.5721368790789881,0.6047975964573792,low_valence_high_arousal
1249,-0.401728728605715,0.5263860323955479,low_valence_high_arousal
231,-0.4627833141552666,0.276070608611589,low_valence_high_arousal
3622,-0.1753137026443859,0.2289648914264139,low_valence_high_arousal
2267,-0.6452015871764066,0.8743503897215036,low_valence_high_arousal
2650,-0.3397215519235038,0.5792751044016038,low_valence_high_arousal
632,-0.2443653524618145,0.5079604040754561,low_valence_high_arousal
1845,-0.568764790979389,0.4394535249449074,low_valence_high_arousal
403,-0.3159059492299272,0.2954691999586588,low_valence_high_arousal
2722,-0.4808362138595785,0.9319048549603288,low_valence_high_arousal
1383,-0.3071686542778441,0.5355832351952622,low_valence_high_arousal
3073,-0.3163718239562662,0.8971908761003126,low_valence_high_arousal
3021,-0.5121399507372847,0.6685462578745552,low_valence_high_arousal
1749,-0.4447691235284706,0.4943100851259681,low_valence_high_arousal
1430,-0.0632171433208478,0.2438441747655943,high_valence_high_arousal
568,-0.1261661018749562,0.407155997882529,high_valence_high_arousal
343,-0.0003644838818866,0.1405224979450317,high_valence_high_arousal
1676,-0.0604755261684595,0.5155300673441153,high_valence_high_arousal
2029,-0.1240058459428097,0.3888817936812627,high_valence_high_arousal
703,-0.0207664123146729,0.1470579897915931,high_valence_high_arousal
1684,-0.0856295347502894,0.5788340244192404,high_valence_high_arousal
803,-0.1097669950650862,0.2006104504615747,high_valence_high_arousal
2684,-0.1549303810781712,0.1936172302678571,high_valence_high_arousal
1967,-0.125103574034056,0.2169855636546861,high_valence_high_arousal
3124,-0.0932294647765721,0.4591232146003887,high_valence_high_arousal
2527,0.138380431935297,0.1365514202110062,high_valence_high_arousal
1223,-0.0230674433380766,0.4176592504335168,high_valence_high_arousal
2565,-0.0225902648531539,0.4254628267764623,high_valence_high_arousal
2497,-0.0386553074733445,0.415809852583014,high_valence_high_arousal
1549,-0.042618833566232,0.3381162948831114,high_valence_high_arousal
1893,0.0663223300404946,0.2226666643269842,high_valence_high_arousal
591,-0.0090706372841236,0.1491167013016964,high_valence_high_arousal
1275,0.2560127585401351,0.1397146168697804,high_valence_high_arousal
3787,-0.1437423200104645,0.2478422360801216,high_valence_high_arousal
1768,-0.1194937336347881,0.1790101143285351,high_valence_high_arousal
3174,-0.148581663625587,0.4709590844737552,high_valence_high_arousal
1911,-0.1396059162353994,0.5112507956042509,high_valence_high_arousal
1639,-0.1378757950067341,0.2160062452500609,high_valence_high_arousal
2251,-0.066771222498166,0.502101287298909,high_valence_high_arousal
251,-0.1303415489810499,-0.0282584239605426,high_valence_low_arousal
1143,0.2173704040307461,-0.5088777066654364,high_valence_low_arousal
155,0.1715929507485765,-0.7270967227856429,high_valence_low_arousal
1594,0.5543542483916826,-0.83429368984086,high_valence_low_arousal
1992,0.385330700474958,-0.3441770418356619,high_valence_low_arousal
1340,-0.1079447617789024,-0.0330554227156055,high_valence_low_arousal
300,0.1864146221796264,-0.4276956348456141,high_valence_low_arousal
1045,0.3041603070413092,-0.8109634068104056,high_valence_low_arousal
2766,0.3593008244648443,-0.7217169462466643,high_valence_low_arousal
3586,0.2596947901608357,-0.7451240591713031,high_valence_low_arousal
1586,0.30780773838833,-0.1843133654092896,high_valence_low_arousal
1062,0.7213634232474416,-0.615664903232683,high_valence_low_arousal
3276,-0.0377622582755626,-0.2522192363207761,high_valence_low_arousal
2422,-0.0445122713817974,-0.0474445920100801,high_valence_low_arousal
1940,0.3943734713128348,-0.9005883933885259,high_valence_low_arousal
3214,0.0934731630108598,-0.600631511179043,high_valence_low_arousal
2248,-0.0092527445397842,-0.1033591157323052,high_valence_low_arousal
660,0.1822915314435565,-0.3966397286187637,high_valence_low_arousal
1327,-0.1101269897694133,0.0101780592157945,high_valence_low_arousal
650,0.0833847369215998,-0.3390888581830212,high_valence_low_arousal
1244,-0.0689558958520837,-0.122680381760994,high_valence_low_arousal
3697,0.4811849143893804,-0.7863028529543326,high_valence_low_arousal
2731,0.3045203313384219,-0.231057977653681,high_valence_low_arousal
2613,-0.0164416573581362,-0.3138089845588712,high_valence_low_arousal
1317,0.1988918335627067,-0.3719594561138477,high_valence_low_arousal
